country,indicator,sex,classification1,classification2,year,value
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Agriculture,2022,360.261
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Manufacturing,2022,101.761
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Construction,2022,84.477
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2022,19.914
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,266.386
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,113.927
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (Aggregate): Total,2022,443.546
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (Aggregate): Agriculture,2022,229.089
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (Aggregate): Manufacturing,2022,39.096
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,Economic activity (Aggregate): Construction,2022,18.405
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2022,4.34
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,109.518
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): 65+,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,43.098
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,Economic activity (Aggregate): Total,2022,2773.766
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,Economic activity (Aggregate): Agriculture,2022,736.549
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,Economic activity (Aggregate): Manufacturing,2022,650.196
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,Economic activity (Aggregate): Construction,2022,11.782
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2022,20.416
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,607.286
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,747.537
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,Economic activity (Aggregate): Total,2022,218.48
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,Economic activity (Aggregate): Agriculture,2022,15.649
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,Economic activity (Aggregate): Manufacturing,2022,95.171
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,Economic activity (Aggregate): Construction,2022,1.41
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,72.893
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 15-24,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,32.228
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,Economic activity (Aggregate): Total,2022,1926.07
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,Economic activity (Aggregate): Agriculture,2022,456.486
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,Economic activity (Aggregate): Manufacturing,2022,440.614
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,Economic activity (Aggregate): Construction,2022,9.208
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2022,14.023
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,407.087
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 25-54,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,598.652
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Total,2022,457.848
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Agriculture,2022,184.825
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,Economic activity (Aggregate): Manufacturing,2022,80.539
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",2022,4.153
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,92.886
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 55-64,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,94.281
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,Economic activity (Aggregate): Total,2022,171.369
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,Economic activity (Aggregate): Agriculture,2022,79.59
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,Economic activity (Aggregate): Manufacturing,2022,33.873
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,Economic activity (Aggregate): Construction,2022,0
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",2022,34.42
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Female,Age (Aggregate bands): 65+,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",2022,22.375
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): Total,2022,8147.731
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,2158.559
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,58.979
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,1408.819
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,26.562
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,51.82
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): F. Construction,2022,612.02
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,1142.754
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,486.346
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,235.544
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): J. Information and communication,2022,71.054
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,182.379
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,13.266
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,87.337
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,146.494
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,456.844
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): P. Education,2022,461.829
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,169.298
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,54.246
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): S. Other service activities,2022,162.099
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,157.59
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,2022,3.892
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): Total,2022,635.568
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,87.424
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,5.805
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,184.624
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,4.856
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): F. Construction,2022,54.591
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,129.47
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,24.974
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,18.224
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): J. Information and communication,2022,12.176
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,25.144
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,9.451
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,14.186
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,13.817
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): P. Education,2022,18.195
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,9.724
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,3.381
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): S. Other service activities,2022,15.226
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 15-24,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,3.643
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): Total,2022,5492.675
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,1217.37
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,40.15
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,968.927
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,21.054
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,35.323
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): F. Construction,2022,453.382
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,733.724
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,368.833
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,158.461
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): J. Information and communication,2022,57.101
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,142.912
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,7.504
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,63.846
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,95.957
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,396.227
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): P. Education,2022,373.378
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,134.318
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,37.426
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): S. Other service activities,2022,107.208
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,76.942
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 25-54,Economic activity (ISIC-Rev.4): U. Activities of extraterritorial organizations and bodies,2022,2.633
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): Total,2022,1404.573
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,545.086
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,10.829
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,182.299
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,4.454
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,8.783
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): F. Construction,2022,85.641
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,186.36
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,73.042
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,44.455
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): J. Information and communication,2022,1.493
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,12.314
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,4.33
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,10.4
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,26.878
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,44.619
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): P. Education,2022,61.967
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,20.529
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,6.423
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): S. Other service activities,2022,22.319
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 55-64,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,51.457
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): Total,2022,614.915
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,308.679
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,2.195
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,72.969
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,2.858
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): F. Construction,2022,18.405
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,93.2
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,19.498
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,14.404
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,2022,2.009
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): L. Real estate activities,2022,1.432
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",2022,3.64
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,2022,9.473
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,2022,2.182
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): P. Education,2022,8.289
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,2022,4.726
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",2022,7.016
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): S. Other service activities,2022,17.346
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Total,Age (Aggregate bands): 65+,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2022,25.548
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): Total,2022,5373.965
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,2022,1422.01
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2022,58.657
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): C. Manufacturing,2022,758.623
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",2022,22.199
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",2022,36.088
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): F. Construction,2022,600.238
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,2022,831.372
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,2022,466.202
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,2022,141.811
Sri Lanka,"Employment By Sex, Age And Economic Activity (Thousands)",Male,Age (Aggregate bands): Total,Economic activity (ISIC-Rev.4): J. Information and communication,2022,48.341
